Age,Education_Years,Gender,Hours_worked_Perweek,Income
49,15, Female,40, <=50K
30,10, Male,40, <=50K
41,9, Male,40, <=50K
25,10, Female,40, <=50K
24,10, Male,65, <=50K
34,9, Male,40, <=50K
29,9, Female,42, <=50K
23,13, Female,45, <=50K
46,10, Male,42, <=50K
20,10, Female,15, <=50K
63,8, Male,40, <=50K
40,14, Male,50, <=50K
33,12, Male,50, <=50K
24,10, Female,40, <=50K
36,10, Male,45, <=50K
25,9, Male,40, <=50K
54,5, Male,40, <=50K
50,13, Male,50, <=50K
58,13, Male,40, <=50K
17,7, Male,20, <=50K
40,9, Male,50, >50K
27,13, Male,40, <=50K
20,9, Female,26, <=50K
22,7, Male,35, <=50K
80,7, Male,25, <=50K
52,9, Male,45, <=50K
40,13, Male,48, >50K
48,6, Female,48, <=50K
62,9, Male,25, <=50K
32,12, Male,42, >50K
21,10, Female,28, <=50K
58,13, Male,40, >50K
37,14, Male,60, >50K
29,16, Male,35, >50K
25,9, Male,40, <=50K
26,10, Male,40, <=50K
50,10, Male,50, <=50K
30,13, Male,40, >50K
30,13, Male,80, <=50K
59,9, Female,10, <=50K
36,9, Male,40, <=50K
37,14, Male,50, >50K
42,13, Female,40, >50K
34,13, Male,45, >50K
27,5, Male,40, <=50K
39,13, Male,50, >50K
41,11, Male,60, >50K
34,13, Male,70, >50K
41,10, Male,40, <=50K
50,10, Female,40, <=50K
18,9, Female,28, <=50K
23,13, Female,15, <=50K
26,9, Male,48, <=50K
38,10, Male,60, >50K
27,10, Male,88, <=50K
21,6, Male,40, <=50K
41,9, Male,40, <=50K
42,12, Male,35, <=50K
25,6, Male,40, <=50K
43,13, Male,40, >50K
23,10, Male,15, <=50K
40,13, Male,40, >50K
23,10, Male,9, <=50K
18,7, Female,20, <=50K
37,13, Male,50, <=50K
58,5, Male,40, <=50K
36,10, Male,40, <=50K
36,12, Male,40, >50K
25,11, Female,40, >50K
62,13, Male,40, >50K
34,10, Male,40, <=50K
27,13, Female,36, <=50K
23,9, Male,35, <=50K
55,9, Female,40, <=50K
42,9, Male,40, <=50K
22,9, Female,38, <=50K
44,12, Male,40, >50K
42,10, Male,40, <=50K
21,9, Male,40, <=50K
25,12, Female,45, <=50K
31,2, Male,35, <=50K
42,10, Male,38, <=50K
26,5, Male,20, <=50K
62,10, Male,98, >50K
28,13, Male,50, >50K
34,14, Male,40, <=50K
51,13, Male,40, <=50K
45,14, Female,45, >50K
44,10, Male,50, >50K
47,4, Male,10, <=50K
35,10, Male,40, <=50K
46,4, Male,40, <=50K
46,12, Male,56, <=50K
46,13, Male,53, >50K
66,13, Male,8, >50K
34,9, Female,20, <=50K
26,12, Male,40, <=50K
29,9, Male,40, >50K
30,9, Male,40, <=50K
23,13, Female,40, <=50K
46,5, Female,40, <=50K
44,6, Male,40, <=50K
54,14, Male,68, >50K
54,4, Male,60, <=50K
71,5, Female,13, <=50K
51,8, Male,45, <=50K
32,9, Male,40, <=50K
75,9, Female,14, <=50K
57,7, Male,40, <=50K
34,5, Male,40, <=50K
40,13, Male,40, >50K
21,9, Female,40, <=50K
50,14, Male,40, >50K
32,11, Male,44, <=50K
37,13, Female,50, >50K
19,4, Male,99, <=50K
64,9, Female,30, <=50K
17,7, Male,20, <=50K
37,11, Male,40, <=50K
32,10, Male,45, <=50K
20,10, Male,20, <=50K
39,16, Male,40, >50K
18,8, Male,40, <=50K
42,14, Male,50, >50K
43,10, Male,40, >50K
42,13, Male,55, >50K
53,13, Female,60, >50K
52,9, Male,40, <=50K
51,6, Male,40, <=50K
77,10, Male,8, <=50K
25,10, Female,30, <=50K
38,10, Male,40, <=50K
20,9, Male,40, <=50K
23,9, Male,30, <=50K
27,9, Female,40, <=50K
19,7, Female,40, <=50K
41,13, Male,40, >50K
47,10, Male,40, <=50K
72,13, Female,7, <=50K
42,14, Female,40, <=50K
36,13, Male,40, >50K
42,14, Male,60, >50K
24,13, Female,40, <=50K
22,9, Male,40, <=50K
29,2, Male,40, <=50K
42,15, Male,40, >50K
24,13, Male,20, <=50K
41,10, Male,45, >50K
29,9, Male,40, <=50K
36,9, Male,40, <=50K
78,9, Male,45, >50K
43,11, Female,32, >50K
34,10, Female,40, <=50K
20,10, Female,40, <=50K
24,8, Male,40, <=50K
36,11, Male,40, <=50K
49,10, Male,44, <=50K
21,5, Male,40, <=50K
51,12, Female,40, <=50K
30,9, Male,40, <=50K
37,9, Male,40, <=50K
30,11, Female,40, <=50K
20,10, Male,10, <=50K
46,9, Male,40, <=50K
24,9, Male,40, <=50K
32,13, Male,42, >50K
36,10, Male,50, <=50K
30,7, Female,40, <=50K
60,10, Male,40, <=50K
56,10, Female,40, <=50K
57,7, Male,40, <=50K
61,13, Female,40, <=50K
50,9, Male,40, >50K
56,9, Male,48, <=50K
61,10, Male,35, >50K
45,14, Male,70, >50K
31,14, Male,40, >50K
60,9, Male,50, >50K
26,10, Male,40, <=50K
56,7, Female,40, <=50K
45,7, Female,40, <=50K
28,12, Male,65, >50K
45,10, Male,40, <=50K
58,5, Male,40, <=50K
38,11, Female,40, <=50K
23,13, Female,40, <=50K
49,9, Male,40, >50K
19,10, Female,25, <=50K
22,9, Male,40, <=50K
23,9, Male,50, <=50K
23,9, Female,40, <=50K
40,9, Male,25, <=50K
55,13, Female,40, <=50K
34,11, Female,40, <=50K
21,9, Male,40, <=50K
28,9, Female,40, <=50K
43,13, Male,40, <=50K
17,5, Male,20, <=50K
51,6, Female,40, <=50K
37,9, Male,40, >50K
54,13, Male,50, >50K
24,13, Male,30, <=50K
35,9, Male,40, >50K
48,9, Female,40, <=50K
23,11, Male,40, <=50K
24,9, Female,45, <=50K
24,11, Female,20, <=50K
50,4, Male,40, <=50K
34,9, Male,40, >50K
45,9, Female,40, <=50K
36,7, Male,40, <=50K
33,13, Male,45, >50K
21,9, Female,20, <=50K
32,9, Male,40, <=50K
22,3, Male,40, <=50K
53,9, Male,40, >50K
36,9, Male,40, <=50K
22,13, Male,40, <=50K
47,9, Female,40, <=50K
25,10, Female,20, <=50K
30,9, Female,20, <=50K
49,9, Female,40, <=50K
23,10, Male,40, <=50K
40,6, Male,35, <=50K
45,12, Male,40, <=50K
61,13, Male,42, <=50K
35,9, Female,55, <=50K
20,10, Female,25, <=50K
27,6, Male,60, <=50K
23,9, Female,40, <=50K
25,13, Male,40, <=50K
65,10, Female,35, <=50K
25,9, Female,40, <=50K
49,13, Male,50, >50K
45,13, Female,40, <=50K
46,14, Female,45, <=50K
67,9, Female,32, <=50K
40,9, Female,40, <=50K
51,10, Male,60, >50K
44,13, Male,50, >50K
35,9, Male,60, <=50K
28,10, Male,40, <=50K
44,9, Female,48, <=50K
37,10, Male,50, >50K
54,10, Male,45, >50K
33,15, Female,40, >50K
46,9, Female,40, <=50K
45,14, Male,40, <=50K
27,12, Male,40, <=50K
49,14, Male,50, >50K
51,9, Male,45, <=50K
27,9, Male,40, <=50K
36,9, Male,40, <=50K
59,13, Male,40, >50K
24,10, Female,15, <=50K
66,11, Female,40, <=50K
31,9, Female,38, <=50K
35,16, Female,60, >50K
34,13, Female,50, >50K
50,10, Male,70, >50K
43,9, Male,50, <=50K
21,5, Male,30, <=50K
33,5, Male,45, <=50K
48,10, Female,38, <=50K
22,9, Female,36, <=50K
29,14, Male,40, <=50K
42,11, Male,40, <=50K
28,9, Male,50, <=50K
36,9, Female,38, <=50K
66,9, Female,25, <=50K
44,13, Female,20, <=50K
45,10, Female,40, <=50K
49,9, Female,40, <=50K
36,13, Female,45, <=50K
48,7, Male,60, <=50K
19,9, Male,40, <=50K
36,13, Male,40, >50K
41,14, Male,45, >50K
32,10, Male,50, <=50K
49,9, Male,40, >50K
51,9, Female,40, <=50K
20,10, Female,29, <=50K
39,13, Female,40, <=50K
38,9, Male,40, >50K
19,10, Female,25, <=50K
29,13, Male,40, <=50K
52,9, Male,40, >50K
22,11, Male,44, <=50K
44,10, Male,80, <=50K
43,9, Male,40, <=50K
41,10, Male,40, <=50K
63,9, Male,40, <=50K
40,11, Male,44, <=50K
40,13, Male,30, <=50K
18,7, Female,15, <=50K
57,15, Male,50, >50K
54,13, Male,40, >50K
44,13, Female,40, <=50K
20,10, Male,30, <=50K
40,10, Female,40, <=50K
29,10, Male,40, <=50K
22,13, Male,40, <=50K
44,14, Male,40, >50K
45,10, Male,45, <=50K
52,13, Male,40, >50K
57,9, Male,40, <=50K
51,9, Male,40, <=50K
23,13, Male,10, <=50K
22,11, Male,44, <=50K
37,10, Female,40, >50K
58,9, Female,40, <=50K
61,6, Male,20, <=50K
30,14, Female,45, <=50K
23,10, Female,40, <=50K
30,6, Male,40, <=50K
18,9, Male,25, <=50K
34,10, Female,12, <=50K
23,9, Male,40, <=50K
23,10, Female,10, <=50K
57,13, Male,55, >50K
58,9, Male,45, >50K
59,9, Male,40, >50K
27,13, Male,40, <=50K
50,13, Male,45, >50K
44,14, Female,16, <=50K
25,13, Female,40, <=50K
33,9, Female,30, <=50K
22,10, Male,35, <=50K
21,10, Male,30, <=50K
44,7, Female,36, >50K
50,10, Male,50, >50K
44,9, Male,45, <=50K
53,9, Male,40, >50K
41,13, Male,50, >50K
54,10, Female,40, <=50K
60,4, Male,40, <=50K
58,14, Male,20, <=50K
27,10, Male,40, <=50K
43,9, Female,60, <=50K
33,12, Male,40, <=50K
24,10, Male,65, <=50K
41,9, Male,40, <=50K
21,9, Male,40, <=50K
39,10, Male,40, <=50K
27,13, Female,40, <=50K
50,9, Male,40, <=50K
20,9, Male,40, <=50K
46,13, Male,40, >50K
49,7, Male,40, <=50K
35,13, Female,35, >50K
56,10, Male,45, >50K
41,14, Male,40, <=50K
41,10, Male,50, <=50K
42,9, Male,40, <=50K
58,4, Male,40, <=50K
43,10, Male,40, <=50K
25,9, Female,40, <=50K
57,9, Female,42, <=50K
49,4, Female,40, <=50K
23,10, Male,40, <=50K
59,9, Male,40, <=50K
50,10, Male,70, >50K
33,13, Female,45, <=50K
52,14, Male,45, <=50K
37,9, Male,40, >50K
30,9, Female,40, <=50K
39,9, Male,60, <=50K
54,10, Male,42, <=50K
52,9, Male,45, >50K
22,9, Male,56, <=50K
19,10, Male,25, <=50K
65,9, Male,10, >50K
32,13, Male,40, <=50K
25,4, Male,40, <=50K
34,10, Male,40, <=50K
47,11, Female,55, <=50K
24,9, Male,98, <=50K
63,16, Female,60, >50K
48,3, Female,35, <=50K
26,9, Female,50, <=50K
28,10, Male,40, <=50K
23,9, Male,12, <=50K
57,15, Male,50, >50K
64,13, Male,40, <=50K
28,13, Male,50, >50K
28,4, Male,40, <=50K
34,10, Male,40, <=50K
38,7, Male,45, >50K
44,12, Male,60, >50K
34,11, Female,20, <=50K
18,9, Male,25, <=50K
36,8, Male,40, <=50K
73,9, Male,40, <=50K
24,9, Male,40, <=50K
29,13, Male,40, >50K
33,10, Male,40, <=50K
57,9, Female,35, <=50K
41,11, Female,40, <=50K
55,6, Female,35, <=50K
21,6, Male,40, <=50K
36,14, Male,45, >50K
26,10, Male,50, <=50K
32,13, Female,20, >50K
40,10, Female,40, <=50K
32,9, Male,40, <=50K
21,10, Female,40, <=50K
59,10, Male,40, <=50K
29,9, Female,40, <=50K
29,10, Male,48, <=50K
59,14, Male,80, >50K
58,9, Male,40, >50K
47,9, Male,45, <=50K
44,9, Female,45, <=50K
31,9, Male,40, <=50K
42,9, Male,35, <=50K
19,9, Male,25, <=50K
66,9, Male,50, <=50K
41,9, Male,45, <=50K
22,10, Female,30, <=50K
31,9, Female,30, <=50K
30,13, Male,40, <=50K
36,9, Female,16, <=50K
75,16, Male,40, <=50K
41,12, Female,36, <=50K
19,10, Male,20, <=50K
60,9, Male,40, <=50K
24,7, Male,40, <=50K
25,7, Male,40, <=50K
52,10, Female,50, <=50K
30,13, Female,45, <=50K
37,9, Male,40, >50K
55,16, Female,30, <=50K
20,10, Female,24, <=50K
32,4, Female,15, <=50K
18,9, Male,35, <=50K
24,10, Male,40, <=50K
33,10, Male,45, <=50K
76,10, Female,40, <=50K
57,14, Male,14, >50K
53,14, Female,38, <=50K
19,9, Female,40, <=50K
50,15, Male,40, >50K
27,13, Male,50, <=50K
40,11, Female,60, <=50K
26,6, Male,40, <=50K
47,9, Male,55, <=50K
39,11, Male,50, <=50K
49,10, Male,40, <=50K
28,10, Male,7, <=50K
33,10, Female,30, <=50K
50,13, Male,40, >50K
28,7, Male,50, <=50K
30,9, Male,40, <=50K
47,14, Male,50, >50K
39,13, Male,40, >50K
37,9, Male,50, <=50K
50,9, Male,80, <=50K
37,6, Male,40, <=50K
26,9, Male,40, >50K
55,11, Male,40, >50K
46,13, Male,40, >50K
32,9, Male,60, <=50K
26,13, Male,45, >50K
32,9, Male,40, >50K
43,10, Female,40, <=50K
19,9, Female,40, <=50K
38,9, Female,75, <=50K
38,3, Male,40, <=50K
65,11, Female,40, <=50K
70,10, Male,40, >50K
48,9, Female,25, <=50K
44,13, Female,7, <=50K
32,10, Male,50, <=50K
30,9, Female,40, <=50K
49,12, Male,60, >50K
23,9, Female,40, <=50K
25,10, Male,16, <=50K
19,10, Female,15, <=50K
27,11, Male,40, <=50K
43,9, Male,60, <=50K
38,9, Male,50, <=50K
42,14, Male,60, <=50K
33,13, Male,38, <=50K
30,13, Male,40, >50K
29,13, Male,40, <=50K
30,7, Male,40, <=50K
26,9, Male,40, <=50K
43,13, Male,40, >50K
30,9, Female,45, <=50K
38,10, Male,40, >50K
48,14, Male,40, >50K
57,13, Male,55, >50K
30,9, Female,30, <=50K
42,14, Male,45, >50K
31,9, Male,70, <=50K
32,10, Male,40, <=50K
28,13, Male,40, <=50K
63,9, Male,40, <=50K
32,9, Male,40, <=50K
20,10, Male,12, <=50K
51,14, Female,30, >50K
36,13, Male,20, <=50K
24,10, Male,40, <=50K
41,11, Female,44, <=50K
21,9, Male,40, <=50K
27,10, Male,45, <=50K
17,5, Male,35, <=50K
45,2, Female,40, <=50K
39,9, Female,35, <=50K
21,10, Female,4, <=50K
29,13, Male,45, >50K
39,14, Male,45, >50K
42,9, Male,40, <=50K
22,3, Male,40, <=50K
21,10, Female,40, <=50K
59,9, Female,40, <=50K
40,14, Male,65, >50K
45,10, Female,40, <=50K
35,9, Male,50, <=50K
58,9, Male,20, <=50K
45,10, Male,40, >50K
29,9, Male,45, <=50K
21,7, Male,45, <=50K
51,9, Male,40, <=50K
34,10, Female,40, <=50K
40,13, Female,35, <=50K
45,7, Female,16, <=50K
38,6, Male,40, >50K
22,13, Female,40, <=50K
37,5, Male,40, <=50K
62,6, Female,40, <=50K
32,13, Female,60, <=50K
36,13, Female,4, >50K
43,9, Male,40, <=50K
37,9, Male,40, <=50K
33,13, Female,40, <=50K
28,9, Male,55, <=50K
49,10, Female,28, <=50K
47,9, Female,7, >50K
59,9, Female,40, <=50K
35,9, Male,40, <=50K
35,13, Male,40, <=50K
29,13, Male,40, <=50K
57,12, Female,40, <=50K
41,13, Male,60, >50K
37,14, Male,45, >50K
20,10, Male,40, <=50K
44,9, Male,60, <=50K
20,9, Female,30, <=50K
38,13, Female,28, >50K
23,9, Male,40, <=50K
24,9, Female,36, <=50K
46,13, Male,40, >50K
32,9, Male,40, <=50K
21,9, Male,40, <=50K
32,10, Male,40, <=50K
41,10, Male,45, <=50K
51,9, Male,40, <=50K
69,4, Male,10, <=50K
39,9, Male,50, >50K
43,10, Male,40, <=50K
51,13, Male,40, >50K
43,9, Male,40, <=50K
35,7, Female,84, <=50K
32,9, Male,40, <=50K
25,13, Female,21, <=50K
64,10, Female,40, <=50K
28,13, Female,40, <=50K
44,2, Male,40, <=50K
40,13, Male,40, >50K
21,10, Male,40, <=50K
23,9, Male,40, <=50K
23,10, Female,20, <=50K
19,9, Male,40, <=50K
61,10, Male,25, <=50K
47,4, Male,40, <=50K
39,6, Male,45, <=50K
51,9, Female,40, >50K
25,6, Male,40, <=50K
33,9, Male,45, <=50K
34,10, Female,38, <=50K
54,10, Male,50, <=50K
24,13, Female,40, <=50K
28,9, Male,50, <=50K
33,10, Male,44, <=50K
63,9, Male,14, <=50K
31,9, Male,60, >50K
70,9, Male,16, <=50K
43,9, Female,40, <=50K
36,10, Female,12, >50K
50,7, Male,40, <=50K
21,10, Female,30, <=50K
31,10, Female,40, <=50K
19,10, Female,30, <=50K
39,10, Female,35, <=50K
29,4, Female,40, <=50K
39,10, Male,40, <=50K
17,4, Male,40, <=50K
46,10, Female,40, <=50K
62,9, Male,40, <=50K
32,6, Female,23, <=50K
28,9, Female,40, <=50K
19,10, Female,40, <=50K
61,16, Male,40, <=50K
18,10, Male,25, <=50K
39,15, Male,50, >50K
24,13, Male,45, <=50K
38,10, Male,41, <=50K
38,14, Male,40, >50K
17,6, Male,20, <=50K
28,9, Male,40, <=50K
52,9, Male,8, <=50K
61,15, Male,20, >50K
69,3, Male,40, <=50K
19,9, Female,25, <=50K
26,10, Male,40, >50K
34,10, Male,40, >50K
70,5, Female,40, <=50K
21,9, Female,25, <=50K
43,9, Male,44, <=50K
52,9, Male,40, <=50K
59,9, Male,40, >50K
21,11, Female,40, <=50K
53,14, Male,40, >50K
55,10, Male,40, >50K
46,14, Male,60, >50K
36,9, Female,37, <=50K
39,9, Male,48, <=50K
78,13, Male,3, <=50K
30,9, Female,30, <=50K
22,10, Female,16, <=50K
43,13, Male,40, >50K
36,9, Male,56, <=50K
36,13, Male,40, >50K
50,9, Female,40, <=50K
27,13, Female,35, <=50K
46,9, Male,40, >50K
24,13, Male,20, <=50K
41,9, Male,40, <=50K
68,9, Male,24, <=50K
38,10, Male,40, <=50K
47,9, Male,40, >50K
41,10, Male,20, <=50K
31,16, Female,48, <=50K
29,10, Male,42, <=50K
26,9, Female,40, <=50K
51,10, Female,36, <=50K
26,13, Male,60, <=50K
27,13, Female,60, <=50K
36,9, Male,50, <=50K
28,13, Female,40, <=50K
53,13, Female,40, <=50K
40,13, Male,40, <=50K
38,9, Female,20, <=50K
21,4, Male,40, <=50K
53,6, Male,34, <=50K
34,9, Male,40, <=50K
43,9, Male,60, <=50K
64,6, Male,40, <=50K
21,10, Female,40, <=50K
25,13, Male,13, <=50K
38,15, Female,57, >50K
47,14, Male,50, >50K
48,16, Male,40, >50K
57,9, Male,50, <=50K
37,13, Female,35, <=50K
37,7, Male,40, <=50K
51,9, Male,55, >50K
32,12, Female,40, <=50K
49,9, Male,40, <=50K
52,9, Male,14, <=50K
64,12, Male,45, >50K
46,9, Female,45, <=50K
24,10, Male,40, <=50K
39,13, Male,45, >50K
23,9, Female,40, <=50K
30,10, Male,44, <=50K
34,14, Female,60, >50K
30,10, Male,40, <=50K
25,13, Female,40, <=50K
58,13, Male,40, <=50K
32,10, Male,50, <=50K
37,9, Female,25, <=50K
35,9, Female,40, <=50K
18,3, Male,30, <=50K
46,13, Female,40, <=50K
71,13, Male,45, >50K
44,6, Female,40, <=50K
45,6, Female,40, <=50K
40,8, Male,40, >50K
38,13, Male,50, >50K
52,9, Female,40, <=50K
47,9, Male,40, <=50K
49,13, Female,35, <=50K
59,9, Male,40, <=50K
22,11, Female,37, <=50K
44,10, Male,40, >50K
76,13, Female,20, <=50K
50,6, Male,40, <=50K
33,10, Male,40, <=50K
43,9, Male,48, >50K
27,9, Female,40, >50K
37,9, Male,40, <=50K
40,7, Male,55, <=50K
49,10, Female,40, <=50K
48,10, Male,45, <=50K
49,9, Female,40, <=50K
22,10, Male,40, <=50K
42,9, Female,40, <=50K
36,10, Female,40, <=50K
57,10, Male,50, <=50K
30,9, Female,40, <=50K
40,9, Male,40, <=50K
42,9, Male,45, <=50K
56,9, Male,40, >50K
55,10, Female,40, <=50K
25,9, Male,40, <=50K
52,9, Male,40, <=50K
33,10, Female,35, <=50K
55,9, Male,40, <=50K
47,13, Male,60, >50K
23,12, Female,65, <=50K
55,13, Female,50, <=50K
43,9, Female,50, <=50K
31,11, Male,50, <=50K
62,12, Female,40, <=50K
42,9, Male,8, <=50K
38,9, Male,40, >50K
29,9, Male,42, <=50K
26,10, Male,60, <=50K
26,9, Female,52, >50K
37,9, Male,72, <=50K
79,8, Male,45, >50K
61,4, Male,48, <=50K
28,4, Female,99, <=50K
60,13, Male,60, >50K
51,9, Male,81, <=50K
34,9, Male,43, >50K
35,9, Male,40, <=50K
27,6, Male,60, <=50K
44,9, Female,40, <=50K
25,9, Female,20, <=50K
32,4, Female,40, <=50K
36,10, Male,20, >50K
27,14, Male,30, <=50K
40,16, Male,60, >50K
43,10, Male,40, >50K
25,13, Male,40, <=50K
41,9, Male,50, <=50K
30,13, Male,45, >50K
26,13, Male,45, >50K
52,7, Male,40, <=50K
32,13, Female,45, <=50K
33,9, Male,40, <=50K
35,9, Male,55, <=50K
48,9, Female,44, <=50K
62,4, Male,5, <=50K
40,12, Female,2, <=50K
41,10, Female,20, <=50K
28,3, Female,40, <=50K
23,10, Female,30, <=50K
50,13, Male,40, >50K
51,10, Female,35, <=50K
63,10, Male,48, <=50K
63,9, Female,40, <=50K
40,9, Male,60, >50K
20,7, Female,40, <=50K
61,10, Male,30, >50K
40,9, Male,40, <=50K
41,13, Female,15, >50K
41,13, Male,40, <=50K
27,13, Female,24, >50K
20,10, Female,15, <=50K
28,13, Male,40, >50K
35,9, Male,40, <=50K
31,13, Male,40, <=50K
34,13, Male,50, >50K
57,14, Male,50, >50K
28,9, Female,40, <=50K
38,10, Male,40, >50K
37,11, Male,40, <=50K
43,10, Female,40, <=50K
26,9, Male,40, <=50K
26,10, Male,65, <=50K
27,11, Male,50, <=50K
33,13, Male,45, <=50K
45,13, Female,40, <=50K
65,13, Male,20, <=50K
57,10, Male,45, >50K
59,9, Female,38, <=50K
18,10, Male,26, <=50K
44,8, Male,40, <=50K
37,10, Male,40, <=50K
27,9, Male,40, <=50K
43,13, Female,45, >50K
59,15, Male,40, >50K
19,9, Male,40, <=50K
36,9, Male,90, <=50K
68,10, Male,40, >50K
63,7, Female,30, <=50K
37,10, Male,57, <=50K
46,14, Female,60, <=50K
31,12, Female,35, <=50K
23,9, Male,40, <=50K
22,10, Male,30, <=50K
49,9, Male,44, <=50K
36,9, Female,40, <=50K
38,10, Male,50, <=50K
46,14, Male,45, >50K
24,12, Female,40, <=50K
26,13, Female,40, <=50K
47,4, Female,40, <=50K
40,10, Male,40, >50K
31,14, Female,50, <=50K
42,3, Male,35, <=50K
48,11, Male,70, >50K
56,10, Female,38, <=50K
50,9, Male,40, >50K
17,6, Male,20, <=50K
21,9, Male,25, <=50K
50,9, Female,40, <=50K
49,9, Female,32, <=50K
34,9, Female,15, <=50K
32,9, Male,60, >50K
28,10, Male,40, >50K
62,13, Male,50, >50K
23,13, Male,15, <=50K
24,14, Female,40, <=50K
31,11, Female,40, <=50K
36,9, Male,40, <=50K
58,12, Female,35, <=50K
46,3, Female,40, <=50K
39,14, Male,40, >50K
48,9, Female,18, <=50K
21,9, Male,42, <=50K
39,9, Male,40, <=50K
21,10, Female,35, <=50K
33,11, Male,40, >50K
37,9, Male,50, >50K
29,9, Female,40, <=50K
30,13, Female,40, >50K
43,9, Female,40, <=50K
22,9, Male,40, <=50K
25,14, Female,40, >50K
69,10, Male,40, <=50K
17,7, Female,25, <=50K
18,7, Male,12, <=50K
54,9, Female,40, <=50K
65,9, Male,45, <=50K
28,8, Male,40, <=50K
27,11, Female,38, <=50K
35,12, Male,45, >50K
38,11, Female,40, >50K
33,9, Male,40, <=50K
26,9, Male,40, <=50K
56,10, Female,60, >50K
38,13, Male,70, >50K
51,10, Female,60, <=50K
26,10, Female,50, <=50K
33,13, Male,55, >50K
44,4, Male,50, <=50K
36,5, Female,40, <=50K
42,10, Male,40, <=50K
44,12, Male,40, <=50K
44,13, Male,55, >50K
21,10, Female,20, <=50K
41,10, Male,50, >50K
41,16, Male,50, >50K
62,11, Male,50, >50K
27,7, Male,45, <=50K
38,13, Male,40, >50K
60,10, Female,30, <=50K
24,8, Male,40, <=50K
24,9, Male,40, <=50K
22,9, Male,40, <=50K
32,10, Female,40, <=50K
22,2, Male,24, <=50K
51,13, Male,40, <=50K
31,14, Male,48, >50K
42,15, Male,55, >50K
48,12, Female,40, >50K
49,9, Male,43, >50K
37,13, Female,42, <=50K
37,15, Male,45, >50K
66,13, Male,40, >50K
18,9, Female,24, <=50K
46,11, Female,40, <=50K
52,9, Male,40, >50K
23,9, Male,40, <=50K
67,9, Male,38, >50K
19,10, Female,25, <=50K
37,13, Female,45, <=50K
42,9, Male,60, >50K
39,10, Male,40, <=50K
54,9, Male,40, >50K
46,9, Male,40, <=50K
47,9, Female,32, <=50K
33,9, Female,40, <=50K
69,10, Female,14, <=50K
21,10, Male,40, <=50K
27,9, Male,48, <=50K
39,9, Male,40, >50K
23,10, Male,40, <=50K
26,11, Female,36, <=50K
42,16, Female,40, <=50K
36,9, Male,40, <=50K
24,9, Male,40, <=50K
35,5, Male,40, <=50K
42,9, Female,40, <=50K
37,11, Male,44, >50K
41,16, Male,50, >50K
27,11, Female,40, <=50K
42,15, Male,50, >50K
44,13, Female,16, >50K
18,9, Female,16, <=50K
41,13, Male,40, >50K
31,9, Male,40, <=50K
26,10, Male,40, <=50K
67,2, Female,34, <=50K
37,10, Male,60, >50K
51,9, Male,40, <=50K
26,10, Male,40, <=50K
40,12, Male,40, >50K
25,9, Male,40, <=50K
38,11, Male,40, >50K
43,9, Male,40, <=50K
23,10, Female,40, <=50K
44,13, Male,50, >50K
60,14, Female,25, <=50K
38,14, Female,55, <=50K
21,10, Male,20, <=50K
18,10, Female,25, <=50K
49,13, Female,60, >50K
43,3, Female,40, <=50K
26,7, Female,65, <=50K
36,9, Male,25, >50K
31,9, Female,35, >50K
38,9, Female,40, <=50K
43,10, Male,84, <=50K
58,9, Female,35, <=50K
55,9, Female,29, <=50K
39,12, Female,35, <=50K
38,13, Female,35, <=50K
54,9, Male,35, <=50K
57,15, Male,40, <=50K
35,12, Male,52, <=50K
44,15, Male,60, >50K
36,9, Male,40, <=50K
58,9, Male,40, <=50K
39,10, Female,40, <=50K
25,15, Female,8, <=50K
54,13, Male,40, <=50K
23,13, Female,40, <=50K
37,10, Male,60, <=50K
60,12, Male,40, <=50K
66,4, Female,20, <=50K
36,12, Male,50, <=50K
29,9, Male,50, >50K
29,13, Female,40, <=50K
25,13, Female,44, <=50K
62,9, Female,25, <=50K
23,10, Male,40, <=50K
38,9, Male,40, <=50K
33,10, Male,50, >50K
49,10, Male,60, <=50K
57,9, Male,60, >50K
57,13, Male,45, <=50K
46,10, Female,45, <=50K
37,14, Male,70, >50K
43,13, Male,45, >50K
26,9, Female,35, <=50K
40,11, Female,40, <=50K
39,9, Male,40, <=50K
39,12, Female,40, <=50K
31,10, Male,40, <=50K
31,13, Male,36, <=50K
27,13, Female,40, <=50K
36,13, Male,50, <=50K
40,13, Female,40, >50K
57,9, Male,40, <=50K
24,9, Female,35, <=50K
30,10, Male,45, <=50K
28,8, Male,50, <=50K
22,13, Male,40, <=50K
31,4, Male,50, <=50K
33,9, Male,44, >50K
20,10, Male,15, <=50K
25,8, Male,60, <=50K
49,10, Male,40, <=50K
21,9, Female,35, <=50K
45,13, Male,45, >50K
36,9, Male,45, >50K
41,3, Female,32, <=50K
23,13, Male,12, <=50K
47,13, Male,50, >50K
41,9, Male,50, <=50K
30,9, Female,40, <=50K
29,10, Male,40, <=50K
31,4, Female,40, <=50K
64,5, Male,50, <=50K
55,5, Male,40, <=50K
19,9, Male,35, <=50K
31,8, Female,40, >50K
18,7, Male,8, <=50K
68,9, Female,24, <=50K
50,10, Male,40, <=50K
36,10, Female,48, <=50K
44,15, Male,50, >50K
58,9, Female,20, >50K
20,9, Female,20, <=50K
18,6, Male,40, <=50K
32,9, Female,30, <=50K
49,9, Female,40, <=50K
34,9, Male,40, <=50K
22,9, Female,40, <=50K
